"COUNTY_ID","CONAME","DISTRICT_ID","DISTNAME","ENROLL_LINE_NO","ENROLL_CAT","AMOUNT_1","AMOUNT_2","AMOUNT_3"
09,"CAPE MAY",0720,"CAPE MAY CO VOCATIONAL",12,"Onroll (Shared)",30.0,41.0,39.0
09,"CAPE MAY",0720,"CAPE MAY CO VOCATIONAL",13,"Onroll (Reg Adult HS)",7.5,5.0,0.0
09,"CAPE MAY",0720,"CAPE MAY CO VOCATIONAL",21,"Onroll (SpEd Full)",60.0,69.0,65.0
09,"CAPE MAY",0720,"CAPE MAY CO VOCATIONAL",22,"Onroll (SpEd Shared)",73.0,71.0,62.0
09,"CAPE MAY",0720,"CAPE MAY CO VOCATIONAL",30,"Post-Secondary (Full)",62.0,54.0,54.0
09,"CAPE MAY",0730,"CAPE MAY POINT",51,"Sent Oth Dist Reg",4.0,4.0,4.0
09,"CAPE MAY",1080,"DENNIS TWP",11,"Onroll (Full)",435.0,424.0,487.0
09,"CAPE MAY",1080,"DENNIS TWP",21,"Onroll (SpEd Full)",100.0,115.0,97.0
09,"CAPE MAY",1080,"DENNIS TWP",40,"Sent Private School",3.0,4.0,1.0
09,"CAPE MAY",1080,"DENNIS TWP",51,"Sent Oth Dist Reg",84.0,86.0,116.5
09,"CAPE MAY",1080,"DENNIS TWP",52,"Sent Oth Dist SpEd",48.5,39.5,40.5
09,"CAPE MAY",1080,"DENNIS TWP",60,"Received Oth Dist",16.0,21.0,4.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",11,"Onroll (Full)",1047.0,997.0,1021.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",12,"Onroll (Shared)",0,1.0,0.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",21,"Onroll (SpEd Full)",385.0,380.0,362.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",22,"Onroll (SpEd Shared)",2.0,4.0,0.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",40,"Sent Private School",7.0,3.0,0.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",51,"Sent Oth Dist Reg",4.0,3.0,2.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",52,"Sent Oth Dist SpEd",33.5,30.5,32.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",60,"Received Oth Dist",4.0,13.0,0.0
09,"CAPE MAY",2820,"LOWER CAPE MAY REGIONAL",70,"State Facilities",4.0,5.0,0.0
09,"CAPE MAY",2840,"LOWER TWP",11,"Onroll (Full)",1509.0,1440.0,1443.0
09,"CAPE MAY",2840,"LOWER TWP",21,"Onroll (SpEd Full)",297.0,292.0,285.0
09,"CAPE MAY",2840,"LOWER TWP",40,"Sent Private School",1.0,1.0,2.0
09,"CAPE MAY",2840,"LOWER TWP",51,"Sent Oth Dist Reg",1.0,3.0,0.0
09,"CAPE MAY",2840,"LOWER TWP",52,"Sent Oth Dist SpEd",24.0,26.0,30.0
09,"CAPE MAY",2840,"LOWER TWP",60,"Received Oth Dist",3.0,6.0,0.0
09,"CAPE MAY",3130,"MIDDLE TWP",11,"Onroll (Full)",2008.0,2031.0,2132.0
09,"CAPE MAY",3130,"MIDDLE TWP",12,"Onroll (Shared)",28.0,38.0,29.0
09,"CAPE MAY",3130,"MIDDLE TWP",21,"Onroll (SpEd Full)",440.0,437.0,437.0
09,"CAPE MAY",3130,"MIDDLE TWP",22,"Onroll (SpEd Shared)",58.0,55.0,39.0
09,"CAPE MAY",3130,"MIDDLE TWP",40,"Sent Private School",4.0,7.0,7.0
09,"CAPE MAY",3130,"MIDDLE TWP",51,"Sent Oth Dist Reg",13.0,6.0,7.0
09,"CAPE MAY",3130,"MIDDLE TWP",52,"Sent Oth Dist SpEd",63.0,60.0,51.5
09,"CAPE MAY",3130,"MIDDLE TWP",60,"Received Oth Dist",173.5,176.5,199.0
09,"CAPE MAY",3130,"MIDDLE TWP",70,"State Facilities",9.0,8.0,8.0
09,"CAPE MAY",3680,"NORTH WILDWOOD CITY",11,"Onroll (Full)",259.0,225.0,236.0
09,"CAPE MAY",3680,"NORTH WILDWOOD CITY",21,"Onroll (SpEd Full)",46.0,45.0,39.0
09,"CAPE MAY",3680,"NORTH WILDWOOD CITY",40,"Sent Private School",1.0,2.0,0.0
09,"CAPE MAY",3680,"NORTH WILDWOOD CITY",51,"Sent Oth Dist Reg",34.0,29.0,22.0
09,"CAPE MAY",3680,"NORTH WILDWOOD CITY",52,"Sent Oth Dist SpEd",26.0,20.0,29.0
09,"CAPE MAY",3680,"NORTH WILDWOOD CITY",60,"Received Oth Dist",38.0,28.0,28.0
09,"CAPE MAY",3780,"OCEAN CITY",11,"Onroll (Full)",1930.0,1934.0,1944.0
09,"CAPE MAY",3780,"OCEAN CITY",21,"Onroll (SpEd Full)",222.0,211.0,210.0
09,"CAPE MAY",3780,"OCEAN CITY",22,"Onroll (SpEd Shared)",4.0,2.0,2.0
09,"CAPE MAY",3780,"OCEAN CITY",51,"Sent Oth Dist Reg",1.0,0.0,0.0
09,"CAPE MAY",3780,"OCEAN CITY",52,"Sent Oth Dist SpEd",10.0,6.5,13.0
09,"CAPE MAY",3780,"OCEAN CITY",60,"Received Oth Dist",784.0,753.0,756.0
09,"CAPE MAY",3780,"OCEAN CITY",70,"State Facilities",3.0,1.0,0.0
09,"CAPE MAY",4700,"SEA ISLE CITY",11,"Onroll (Full)",1.0,0,0.0
09,"CAPE MAY",4700,"SEA ISLE CITY",51,"Sent Oth Dist Reg",83.0,77.0,81.0
09,"CAPE MAY",4700,"SEA ISLE CITY",52,"Sent Oth Dist SpEd",15.0,14.0,4.0
09,"CAPE MAY",5060,"STONE HARBOR BORO",11,"Onroll (Full)",67.0,66.0,77.0
09,"CAPE MAY",5060,"STONE HARBOR BORO",21,"Onroll (SpEd Full)",1.0,2.0,1.0
09,"CAPE MAY",5060,"STONE HARBOR BORO",51,"Sent Oth Dist Reg",17.0,13.0,19.0
09,"CAPE MAY",5060,"STONE HARBOR BORO",52,"Sent Oth Dist SpEd",4.0,2.0,0.0
09,"CAPE MAY",5060,"STONE HARBOR BORO",60,"Received Oth Dist",55.0,48.0,61.0
09,"CAPE MAY",5340,"UPPER TWP",11,"Onroll (Full)",1244.0,1242.0,1158.0
09,"CAPE MAY",5340,"UPPER TWP",21,"Onroll (SpEd Full)",166.0,165.0,214.0
09,"CAPE MAY",5340,"UPPER TWP",40,"Sent Private School",8.0,6.0,7.0
09,"CAPE MAY",5340,"UPPER TWP",51,"Sent Oth Dist Reg",591.0,572.0,574.0
09,"CAPE MAY",5340,"UPPER TWP",52,"Sent Oth Dist SpEd",83.5,73.5,8.0
09,"CAPE MAY",5340,"UPPER TWP",60,"Received Oth Dist",78.0,91.0,0.0
09,"CAPE MAY",5610,"WEST CAPE MAY BORO",11,"Onroll (Full)",77.0,81.0,84.0
09,"CAPE MAY",5610,"WEST CAPE MAY BORO",21,"Onroll (SpEd Full)",3.0,3.0,5.0
09,"CAPE MAY",5610,"WEST CAPE MAY BORO",52,"Sent Oth Dist SpEd",1.0,2.0,2.0
09,"CAPE MAY",5610,"WEST CAPE MAY BORO",60,"Received Oth Dist",14.0,19.0,0.0
09,"CAPE MAY",5700,"WEST WILDWOOD",21,"Onroll (SpEd Full)",0.0,0.0,1.0
09,"CAPE MAY",5700,"WEST WILDWOOD",22,"Onroll (SpEd Shared)",0.0,0.0,2.0
09,"CAPE MAY",5700,"WEST WILDWOOD",51,"Sent Oth Dist Reg",41.0,35.0,34.0
09,"CAPE MAY",5700,"WEST WILDWOOD",52,"Sent Oth Dist SpEd",8.0,5.0,0.0
09,"CAPE MAY",5700,"WEST WILDWOOD",70,"State Facilities",0,1.0,0.0
09,"CAPE MAY",5790,"WILDWOOD CITY",11,"Onroll (Full)",668.0,669.0,751.0
09,"CAPE MAY",5790,"WILDWOOD CITY",21,"Onroll (SpEd Full)",201.0,181.0,209.0
09,"CAPE MAY",5790,"WILDWOOD CITY",40,"Sent Private School",4.0,0,0.0
09,"CAPE MAY",5790,"WILDWOOD CITY",51,"Sent Oth Dist Reg",9.0,7.0,0.0
09,"CAPE MAY",5790,"WILDWOOD CITY",52,"Sent Oth Dist SpEd",18.0,24.0,19.0
09,"CAPE MAY",5790,"WILDWOOD CITY",60,"Received Oth Dist",77.0,75.0,169.0
09,"CAPE MAY",5790,"WILDWOOD CITY",70,"State Facilities",5.0,8.0,0.0
09,"CAPE MAY",5800,"WILDWOOD CREST BORO",11,"Onroll (Full)",217.0,230.0,232.0
09,"CAPE MAY",5800,"WILDWOOD CREST BORO",21,"Onroll (SpEd Full)",37.0,38.0,37.0
09,"CAPE MAY",5800,"WILDWOOD CREST BORO",40,"Sent Private School",1.0,1.0,0.0
09,"CAPE MAY",5800,"WILDWOOD CREST BORO",51,"Sent Oth Dist Reg",12.0,21.0,22.0
09,"CAPE MAY",5800,"WILDWOOD CREST BORO",52,"Sent Oth Dist SpEd",22.0,17.0,26.0
09,"CAPE MAY",5800,"WILDWOOD CREST BORO",60,"Received Oth Dist",0,1.0,0.0
09,"CAPE MAY",5800,"WILDWOOD CREST BORO",70,"State Facilities",1.0,3.0,0.0
09,"CAPE MAY",5840,"WOODBINE BORO",11,"Onroll (Full)",165.0,171.0,186.0
09,"CAPE MAY",5840,"WOODBINE BORO",21,"Onroll (SpEd Full)",37.0,44.0,34.0
09,"CAPE MAY",5840,"WOODBINE BORO",40,"Sent Private School",1.0,2.0,4.0
09,"CAPE MAY",5840,"WOODBINE BORO",51,"Sent Oth Dist Reg",28.5,30.0,34.0
09,"CAPE MAY",5840,"WOODBINE BORO",52,"Sent Oth Dist SpEd",19.0,22.5,27.0
09,"CAPE MAY",5840,"WOODBINE BORO",60,"Received Oth Dist",1.0,0,0.0
09,"CAPE MAY",5840,"WOODBINE BORO",70,"State Facilities",4.0,1.0,0.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",11,"Onroll (Full)",5226.0,5374.0,5353.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",12,"Onroll (Shared)",80.0,70.0,31.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",21,"Onroll (SpEd Full)",429.0,446.0,412.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",22,"Onroll (SpEd Shared)",1.0,0,0.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",40,"Sent Private School",28.0,20.0,20.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",50,"Sent Contract Presch",358.0,374.0,395.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",51,"Sent Oth Dist Reg",32.5,38.0,62.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",52,"Sent Oth Dist SpEd",60.0,66.0,103.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",60,"Received Oth Dist",54.5,59.5,54.0
11,"CUMBERLAND",0540,"BRIDGETON CITY",70,"State Facilities",10.0,10.0,10.0
11,"CUMBERLAND",0950,"COMMERCIAL TWP",11,"Onroll (Full)",469.0,488.0,507.0
11,"CUMBERLAND",0950,"COMMERCIAL TWP",21,"Onroll (SpEd Full)",94.0,99.0,99.0
11,"CUMBERLAND",0950,"COMMERCIAL TWP",40,"Sent Private School",1.0,2.0,0.0
11,"CUMBERLAND",0950,"COMMERCIAL TWP",50,"Sent Contract Presch",0,1.0,0.0
11,"CUMBERLAND",0950,"COMMERCIAL TWP",51,"Sent Oth Dist Reg",166.0,169.5,178.5
11,"CUMBERLAND",0950,"COMMERCIAL TWP",52,"Sent Oth Dist SpEd",72.5,68.5,68.5
11,"CUMBERLAND",0950,"COMMERCIAL TWP",60,"Received Oth Dist",1.0,2.0,2.0
11,"CUMBERLAND",0950,"COMMERCIAL TWP",70,"State Facilities",0,3.0,3.0
11,"CUMBERLAND",0995,"CUMBERLAND CO VOCATIONAL",11,"Onroll (Full)",0.0,0.0,240.0
11,"CUMBERLAND",0995,"CUMBERLAND CO VOCATIONAL",12,"Onroll (Shared)",440.0,345.0,100.0
11,"CUMBERLAND",0995,"CUMBERLAND CO VOCATIONAL",21,"Onroll (SpEd Full)",55.0,49.0,46.0
11,"CUMBERLAND",0995,"CUMBERLAND CO VOCATIONAL",22,"Onroll (SpEd Shared)",151.0,99.0,50.0
11,"CUMBERLAND",0995,"CUMBERLAND CO VOCATIONAL",30,"Post-Secondary (Full)",100.0,114.0,66.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",11,"Onroll (Full)",1024.0,1013.0,962.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",12,"Onroll (Shared)",83.0,56.0,75.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",21,"Onroll (SpEd Full)",206.0,203.0,196.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",22,"Onroll (SpEd Shared)",28.0,17.0,25.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",40,"Sent Private School",8.0,7.0,0.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",51,"Sent Oth Dist Reg",16.0,12.0,54.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",52,"Sent Oth Dist SpEd",16.5,15.5,31.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",60,"Received Oth Dist",0,1.0,0.0
11,"CUMBERLAND",0997,"CUMBERLAND REGIONAL",70,"State Facilities",2.0,1.0,1.0
11,"CUMBERLAND",1020,"DEERFIELD TWP",11,"Onroll (Full)",302.0,297.0,289.0
11,"CUMBERLAND",1020,"DEERFIELD TWP",21,"Onroll (SpEd Full)",37.0,32.0,44.0
11,"CUMBERLAND",1020,"DEERFIELD TWP",40,"Sent Private School",1.0,1.0,0.0
11,"CUMBERLAND",1020,"DEERFIELD TWP",51,"Sent Oth Dist Reg",0.0,1.0,0.0
11,"CUMBERLAND",1020,"DEERFIELD TWP",52,"Sent Oth Dist SpEd",4.0,7.0,8.0
11,"CUMBERLAND",1020,"DEERFIELD TWP",60,"Received Oth Dist",7.0,0,0.0
11,"CUMBERLAND",1120,"DOWNE TWP",11,"Onroll (Full)",165.0,153.0,154.0
11,"CUMBERLAND",1120,"DOWNE TWP",21,"Onroll (SpEd Full)",26.0,27.0,24.0
11,"CUMBERLAND",1120,"DOWNE TWP",40,"Sent Private School",1.0,1.0,0.0
11,"CUMBERLAND",1120,"DOWNE TWP",51,"Sent Oth Dist Reg",18.0,17.5,16.5
11,"CUMBERLAND",1120,"DOWNE TWP",52,"Sent Oth Dist SpEd",10.5,9.5,14.0
11,"CUMBERLAND",1120,"DOWNE TWP",60,"Received Oth Dist",1.0,3.0,0.0
11,"CUMBERLAND",1460,"FAIRFIELD TWP",11,"Onroll (Full)",567.0,601.0,602.0
11,"CUMBERLAND",1460,"FAIRFIELD TWP",21,"Onroll (SpEd Full)",69.0,50.0,72.0
11,"CUMBERLAND",1460,"FAIRFIELD TWP",40,"Sent Private School",1.0,1.0,0.0
11,"CUMBERLAND",1460,"FAIRFIELD TWP",51,"Sent Oth Dist Reg",5.0,1.0,0.0
11,"CUMBERLAND",1460,"FAIRFIELD TWP",52,"Sent Oth Dist SpEd",8.0,12.0,11.0
11,"CUMBERLAND",1460,"FAIRFIELD TWP",60,"Received Oth Dist",0,2.0,0.0
11,"CUMBERLAND",1460,"FAIRFIELD TWP",70,"State Facilities",0,1.0,1.0
11,"CUMBERLAND",1820,"GREENWICH TWP",11,"Onroll (Full)",48.0,56.0,55.0
11,"CUMBERLAND",1820,"GREENWICH TWP",21,"Onroll (SpEd Full)",5.0,4.0,5.0
11,"CUMBERLAND",1820,"GREENWICH TWP",52,"Sent Oth Dist SpEd",1.0,1.0,2.0
11,"CUMBERLAND",1820,"GREENWICH TWP",60,"Received Oth Dist",0,1.0,0.0
11,"CUMBERLAND",2270,"HOPEWELL TWP",11,"Onroll (Full)",436.0,431.0,424.0
11,"CUMBERLAND",2270,"HOPEWELL TWP",21,"Onroll (SpEd Full)",65.0,63.0,64.0
11,"CUMBERLAND",2270,"HOPEWELL TWP",40,"Sent Private School",0,1.0,1.0
11,"CUMBERLAND",2270,"HOPEWELL TWP",50,"Sent Contract Presch",1.0,0,0.0
11,"CUMBERLAND",2270,"HOPEWELL TWP",52,"Sent Oth Dist SpEd",5.0,6.0,4.0
11,"CUMBERLAND",2270,"HOPEWELL TWP",60,"Received Oth Dist",19.0,20.0,12.0
11,"CUMBERLAND",2570,"LAWRENCE TWP",11,"Onroll (Full)",451.0,416.0,416.0
11,"CUMBERLAND",2570,"LAWRENCE TWP",21,"Onroll (SpEd Full)",49.0,72.0,72.0
11,"CUMBERLAND",2570,"LAWRENCE TWP",40,"Sent Private School",2.0,1.0,0.0
11,"CUMBERLAND",2570,"LAWRENCE TWP",51,"Sent Oth Dist Reg",84.5,95.0,87.5
11,"CUMBERLAND",2570,"LAWRENCE TWP",52,"Sent Oth Dist SpEd",31.5,32.5,32.5
11,"CUMBERLAND",2570,"LAWRENCE TWP",60,"Received Oth Dist",3.0,2.0,0.0
11,"CUMBERLAND",3050,"MAURICE RIVER TWP",11,"Onroll (Full)",377.0,367.0,367.0
11,"CUMBERLAND",3050,"MAURICE RIVER TWP",21,"Onroll (SpEd Full)",49.0,51.0,51.0
11,"CUMBERLAND",3050,"MAURICE RIVER TWP",40,"Sent Private School",3.0,2.0,1.0
11,"CUMBERLAND",3050,"MAURICE RIVER TWP",51,"Sent Oth Dist Reg",101.0,92.5,93.0
11,"CUMBERLAND",3050,"MAURICE RIVER TWP",52,"Sent Oth Dist SpEd",29.5,30.5,33.5
11,"CUMBERLAND",3230,"MILLVILLE CITY",11,"Onroll (Full)",4825.0,4761.0,4746.0
11,"CUMBERLAND",3230,"MILLVILLE CITY",12,"Onroll (Shared)",78.0,71.0,71.0
11,"CUMBERLAND",3230,"MILLVILLE CITY",21,"Onroll (SpEd Full)",1012.0,1034.0,1028.0
11,"CUMBERLAND",3230,"MILLVILLE CITY",22,"Onroll (SpEd Shared)",43.0,42.0,42.0
11,"CUMBERLAND",3230,"MILLVILLE CITY",40,"Sent Private School",22.0,26.0,0.0
11,"CUMBERLAND",3230,"MILLVILLE CITY",50,"Sent Contract Presch",115.0,90.0,0.0
11,"CUMBERLAND",3230,"MILLVILLE CITY",51,"Sent Oth Dist Reg",17.0,20.0,109.0
11,"CUMBERLAND",3230,"MILLVILLE CITY",52,"Sent Oth Dist SpEd",37.0,36.0,33.0
